Région,Préfecture,Sous-préfecture,Nom de l'Établissement (si applicable),Nombre total de personnel de l'Établissement (si applicable) ,Secteur sanitaire,Partenaire responsable de la formation,Date de la formation,Durée de la formation (jours),Type de formation,Nombre de personnes formées,Region p-code,Prefecture p-code,Subprefecture p-code
Kindia,Coyah,Coyah Ctre,Poste de santé Somayah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500101
Kindia,Coyah,Kouria,Poste de Santé Kouriah,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de Santé Kouriah,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de Santé Kouriah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Kolakhoure,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Kolakhoure,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Kolakhoure,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Moriakhory,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Moriakhory,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Poste de sante Moriakhory,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Kouria,Taadi,,public,PU-AMI,,,,1.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Wonkifong,Poste de santé Petty-Centre,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Petty-Centre,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Petty-Centre,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Deneya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Deneya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Deneya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kendoumaya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kendoumaya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kendoumaya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kiriya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kiriya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kiriya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kounsouta,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kounsouta,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kounsouta,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kouyéya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kouyéya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Kouyéya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Mangata,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Mangata,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Mangata,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Tambayah,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Tambayah,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Tambayah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Toguiron,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Toguiron,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Wonkifong,Poste de santé Toguiron,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005001,GIN00500104
Kindia,Dubreka,Badi,Poste de santé Tonton,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Badi,Poste de santé Tonton,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Badi,Poste de santé Tonton,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Badi,Poste de santéMaléah,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Badi,Poste de santéMaléah,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Badi,Poste de santéMaléah,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500201
Kindia,Dubreka,Dubreka Ctre,Poste Santé Baïlo-Bayah,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste Santé Baïlo-Bayah,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste Santé Baïlo-Bayah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Béréiré,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Béréiré,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Béréiré,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Madina,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Madina,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Madina,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Négueyah,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Négueyah,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Négueyah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Töbolon,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Töbolon,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Dubreka Ctre,Poste de santé Töbolon,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Falessade,Poste de santé Ninguéty,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500203
Kindia,Dubreka,Falessade,Poste de santé Ninguéty,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500203
Kindia,Dubreka,Falessade,Poste de santé Ninguéty,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500203
Kindia,Dubreka,Khorira,Poste de santé Gbantama,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Khorira,Poste de santé Gbantama,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Khorira,Poste de santé Gbantama,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Khorira,Poste de santé Yorokoguéah,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Khorira,Poste de santé Yorokoguéah,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Khorira,Poste de santé Yorokoguéah,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,Ouassou,Poste de santé Khountoun,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Khountoun,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Khountoun,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Koubia,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Koubia,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Koubia,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Tafory Soso,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Tafory Soso,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Tafory Soso,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Yafraya,,public,PU-AMI,2015-10-08,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Yafraya,,public,PU-AMI,2015-10-13,0.5,Triage,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Ouassou,Poste de santé Yafraya,,public,PU-AMI,2015-10-09,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Tanene,Poste de santé Kenendelory,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Kenendelory,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Kenendelory,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Kondéya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Kondéya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Kondéya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Konfonya,,public,PU-AMI,2015-09-30,1.5,PCI Ebola,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Konfonya,,public,PU-AMI,2015-09-06,0.5,Triage,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tanene,Poste de santé Konfonya,,public,PU-AMI,2015-10-01,1.0,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Tondon,Poste de santé Kahel,,public,PU-AMI,,,PCI Ebola,1.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Tondon,Poste de santé Kahel,,public,PU-AMI,,,Triage,1.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Tondon,Poste de santé Kahel,,public,PU-AMI,,,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Tondon,Poste de santé Simbarayah,,public,PU-AMI,,,PCI Ebola,1.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Tondon,Poste de santé Simbarayah,,public,PU-AMI,,,Triage,1.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Tondon,Poste de santé Simbarayah,,public,PU-AMI,,,Gestion des déchets,1.0,GIN005,GIN005002,GIN00500207
Boke,Boke,Boke Ctre,Hopital Regional Boke,,public,Jhpiego,2015-08-28,5,PCI Ebola,147.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Boke Ctre,LTO Boke,,public,Jhpiego,2015-08-01,5,PCI Ebola,10.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Dabiss,CSR Dabiss,,public,Jhpiego,2015-07-31,5,PCI Ebola,5.0,GIN001,GIN001002,GIN00100203
Boke,Boke,Kamsar,CSR Kassapo,,public,Jhpiego,2015-08-28,5,PCI Ebola,71.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Dispensaire CBG,,public,Jhpiego,2015-07-17,5,PCI Ebola,7.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Hopital Anaim,,public,Jhpiego,2015-09-01,5,PCI Ebola,241.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kanfarande,CSR Kanfarande,,public,Jhpiego,2015-07-19,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Kolaboui,CSR Kolabounyi,,public,Jhpiego,2015-08-28,5,PCI Ebola,54.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Malapouya,CSR Malapouya,,public,Jhpiego,2015-08-28,5,PCI Ebola,4.0,GIN001,GIN001002,GIN00100207
Boke,Boke,Sangaredi,CSA Sangaredi,,public,Jhpiego,2015-08-28,5,PCI Ebola,59.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Bintimodia,CSR Bintoumodia,,public,Jhpiego,2015-07-31,5,PCI Ebola,5.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Kanfarande,CSR Koulifanya,,public,Jhpiego,2015-08-23,5,PCI Ebola,15.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Boke Ctre,CSR Dibia,,public,Jhpiego,2015-08-28,5,PCI Ebola,35.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Kamsar,CSR Kayenguissa,,public,Jhpiego,2015-08-28,5,PCI Ebola,16.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,CSR Port Nènè,,public,Jhpiego,2015-08-28,5,PCI Ebola,13.0,GIN001,GIN001002,GIN00100204
Boke,Boke,,CSR Correrah,,public,Jhpiego,2015-07-31,5,PCI Ebola,3.0,GIN001,GIN001002,
Boke,Boke,Boke Ctre,ONG Afrique santé,,prive,Jhpiego,2015-07-19,5,PCI Ebola,3.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Sangaredi,Clinique Almamy alia medical,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Boke Ctre,Clinique Anastasis,,prive,Jhpiego,2015-07-31,5,PCI Ebola,4.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Sansale,CSR Sansale,,public,Jhpiego,2015-08-28,5,PCI Ebola,6.0,GIN001,GIN001002,GIN00100209
Boke,Boke,Kamsar,Clinique Benoit XVI,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Camp,,public,Jhpiego,2015-08-01,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Sangaredi,Clinique CBY,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Kamsar,Clinique Château brillant,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kolaboui,Clinique Diallo Kouly,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Kamsar,Clinique Dolph gamy,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Kassongony,,prive,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Sangaredi,Clinique Lamela plus,,prive,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Boke Ctre,DPS Boké,,public,Jhpiego,2015-08-28,5,PCI Ebola,4.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Kamsar,Clinique Lega,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Major,,prive,Jhpiego,2015-07-17,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Malaya lolo,,prive,Jhpiego,2015-07-17,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Maman henriette conté,,prive,Jhpiego,2015-07-17,5,PCI Ebola,3.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Marcelle lamah,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Sangaredi,Clinique Mariama Kindi,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Sangaredi,Clinique Medina,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Kamsar,Clinique Mission catholique,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Nimba,,prive,Jhpiego,2015-07-17,5,PCI Ebola,4.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Notre dame de guinée,,prive,Jhpiego,2015-07-19,5,PCI Ebola,5.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Saint jean de Dieu,,prive,Jhpiego,2015-07-07,5,PCI Ebola,5.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Sangaredi,Clinique Shiloh,,prive,Jhpiego,2015-07-07,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Kamsar,Clinique Siminboui,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Soins Conne,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Boke Ctre,Clinique Sorel,,prive,Jhpiego,2015-07-07,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Kamsar,Clinique Tinameni,,prive,Jhpiego,2015-07-17,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Wakrya,,prive,Jhpiego,2015-07-17,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Clinique Zaly,,prive,Jhpiego,2015-07-07,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Boke Ctre,DRS Boké,,public,Jhpiego,2015-07-01,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Boke Ctre,ONG AMA,,prive,Jhpiego,2015-07-31,5,PCI Ebola,5.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Boke Ctre,ONG Super Wawa,,prive,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Sangaredi,PS Aye koye/CSA sangaredi,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Kolaboui,PS Boubakaria/ CS kolaboui,,public,Jhpiego,2015-06-26,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Sangaredi,PS Bounyéré/CSA sangaredi,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Kolaboui,PS Dabacou/CS kolaboui,,public,Jhpiego,2015-08-28,5,PCI Ebola,4.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Kolaboui,PS Daconta/CS kolaboui,,public,Jhpiego,2015-07-05,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Kolaboui,PS Diakhabia/CS kolaboui,,public,Jhpiego,2015-08-28,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Malapouya,PS Djolol/CS Malapouya,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100207
Boke,Boke,Sansale,PS Fiff/CS Sensalé,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100209
Boke,Boke,Boke Ctre,PS Fodécontéyah/CS Dibia,,public,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Sansale,PS Gamé tchola/CS Sensalé,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100209
Boke,Boke,Bintimodia,PS Garama/CS Bintimodia,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Tanene,PS Kaboye-konkoka/CS Tanènè,,public,Jhpiego,2015-07-31,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100210
Boke,Boke,Kanfarande,PS Kadignet/CS Kanfarandé,,public,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100205
Boke,Boke,,PS Kamakouloum/Cs Kayenguissa,,public,Jhpiego,2015-07-19,5,PCI Ebola,2.0,GIN001,GIN001002,
Boke,Boke,Bintimodia,PS Kankako/CS Bintimodia,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Kanfarande,PS Katfoura/CS Kanfarandé,,public,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100205
Boke,Boke,,PS Katougouma/CS Koulifanya,,public,Jhpiego,2015-07-17,5,PCI Ebola,1.0,GIN001,GIN001002,
Boke,Boke,Kanfarande,PS Kibanko/CS Kanfarandé,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Kanfarande,PS Kodia/CS Kanfarandé,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Kolaboui,PS Kolel/CS Kolaboui,,public,Jhpiego,2015-06-15,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Bintimodia,PS Kolia/CS Bintimodia,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Bintimodia,PS Konkofil/CS Bintimodia,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Malapouya,PS Konkolakori/CS Malapouya,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100207
Boke,Boke,Kanfarande,PS Koukouba/CS Kanfarandé,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Sangaredi,PS Mobi/CSA sangaredi,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Sangaredi,PS Nerebougni/CS Kayenguissa,,public,Jhpiego,2015-07-19,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Dabiss,PS Oudiagué/CS Dabiss,,public,Jhpiego,2015-07-31,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100203
Boke,Boke,Sangaredi,PS Petoun-Bowé/CSA Sangaredi,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Sangaredi,PS Saffatou/CSA Sangaredi,,public,Jhpiego,2015-07-05,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Sangaredi,PS Silidara/CSA Sangaredi,,public,Jhpiego,2015-07-05,5,PCI Ebola,2.0,GIN001,GIN001002,GIN00100208
Boke,Boke,Sangaredi,PS Souka/CSA Sangaredi,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100208
Boke,Boke,,PS Tamakènè/CS Koulifanya,,public,Jhpiego,2015-08-01,5,PCI Ebola,5.0,GIN001,GIN001002,
Boke,Boke,Kolaboui,PS Tassibou/ CS kolaboui,,public,Jhpiego,2015-08-28,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100206
